publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	package_name	package_id	last_changed	access_start_date	access_end_date	medium	monograph_parent_collection_title	subject_area	status	listprice_eur	language	doi_identifier
The Indigenous State		9780520967304							https://www.degruyter.com/openurl?genre=book&isbn=9780520967304	Postero	9780520967304		fulltext		University of California Press	monograph	2017	2017						F	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-03-01	2021-01-01		Book		Social Anthropology	current		eng	10.1515/9780520967304
The Indispensable Enemy		9780520340831							https://www.degruyter.com/openurl?genre=book&isbn=9780520340831		9780520340831		fulltext		University of California Press	monograph	1971	1971		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520340831
The Industrial Ephemeral		9780520383111							https://www.degruyter.com/openurl?genre=book&isbn=9780520383111	Dharia	9780520383111		fulltext		University of California Press	monograph	2022	2022						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2022-07-19		Book	Atelier: Ethnographic Inquiry in the Twenty-First Century	Social Anthropology	current	334,95	eng	10.1525/9780520383111
The Influence Peddlers		9780300231571							https://www.degruyter.com/openurl?genre=book&isbn=9780300231571		9780300231571		fulltext		Yale University Press	monograph	2017	2017						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book	The Margellos World Republic of Letters	Prose	current	35,95	eng	10.12987/9780300231571
The Informant		9780300129991							https://www.degruyter.com/openurl?genre=book&isbn=9780300129991	May	9780300129991		fulltext		Yale University Press	monograph	2008	2008						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Miscellaneous	current	99,95	eng	10.12987/9780300129991
The Ingenious Gentleman and Poet Federico Garc&#237;a Lorca Ascends to Hell		9780300195286							https://www.degruyter.com/openurl?genre=book&isbn=9780300195286	Rojas	9780300195286		fulltext		Yale University Press	monograph	2013	2013						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book	The Margellos World Republic of Letters	Prose	current	78,95	eng	10.12987/9780300195286
The Inner Quarters		9780520913486							https://www.degruyter.com/openurl?genre=book&isbn=9780520913486	Ebrey	9780520913486		fulltext		University of California Press	monograph	1993	1993						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Global History	current	443,95	eng	10.1525/9780520913486
The Innovation Illusion		9780300222128							https://www.degruyter.com/openurl?genre=book&isbn=9780300222128	Weigel	9780300222128		fulltext		Yale University Press	monograph	2016	2016						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		Political Economics, other	current	58,95	eng	10.12987/9780300222128
The Insecure American		9780520945081							https://www.degruyter.com/openurl?genre=book&isbn=9780520945081		9780520945081		fulltext		University of California Press	monograph	2009	2009			Besteman			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-09	2021-01-01		Book		Social Anthropology	current	443,95	eng	10.1525/9780520945081
The Insurgent Barricade		9780520947733							https://www.degruyter.com/openurl?genre=book&isbn=9780520947733	Traugott	9780520947733		fulltext		University of California Press	monograph	2010	2010						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Southern Europe	current	334,95	eng	10.1525/9780520947733
The Intellectual Life of the British Working Classes		9780300259827							https://www.degruyter.com/openurl?genre=book&isbn=9780300259827	Rose	9780300259827		fulltext		Yale University Press	monograph	2021	2021		Third Edition				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-12-14		Book		General European History	current	43,95	eng	10.12987/9780300259827
The Intendant System in Spanish America		9780520344990							https://www.degruyter.com/openurl?genre=book&isbn=9780520344990	Fisher	9780520344990		fulltext		University of California Press	monograph	1929	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520344990
The International Novel		9780300210408							https://www.degruyter.com/openurl?genre=book&isbn=9780300210408	Patterson	9780300210408		fulltext		Yale University Press	monograph	2014	2014						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		Public and Political Communication	current	58,95	eng	10.12987/9780300210408
The Internet in Everything		9780300249330							https://www.degruyter.com/openurl?genre=book&isbn=9780300249330	DeNardis	9780300249330		fulltext		Yale University Press	monograph	2020	2020						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		Political Science, other	current	62,95	eng	10.12987/9780300249330
The Interneuron		9780520324268							https://www.degruyter.com/openurl?genre=book&isbn=9780520324268		9780520324268		fulltext		University of California Press	monograph	1969	2020		Sponsored by the Brain Research Institute, University of California, Los Angeles, Reprint 2020	Brazier			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book	UCLA Forum in Medical Sciences	General Interest	current	123,95	eng	10.1525/9780520324268
The Intertidal Wilderness		9780520922303							https://www.degruyter.com/openurl?genre=book&isbn=9780520922303	Rosenfeld	9780520922303		fulltext		University of California Press	monograph	2002	2002						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-17	2021-01-01		Book		Life Sciences, other	current	443,95	eng	10.1525/9780520922303
The Intervals of Robert Frost		9780520348721							https://www.degruyter.com/openurl?genre=book&isbn=9780520348721	Mertins	9780520348721		fulltext		University of California Press	monograph	1947	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520348721
The Intimate Economies of Bangkok		9780520937437							https://www.degruyter.com/openurl?genre=book&isbn=9780520937437	Wilson	9780520937437		fulltext		University of California Press	monograph	2004	2004						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-07	2021-01-01		Book		History of Sociology	current	443,95	eng	10.1525/9780520937437
The Invention and Decline of Israeliness		9780520939301							https://www.degruyter.com/openurl?genre=book&isbn=9780520939301	Kimmerling	9780520939301		fulltext		University of California Press	monograph	2001	2001						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Overviews and Introductions	current	443,95	eng	10.1525/9780520939301
The Invention of Argentina		9780520913851							https://www.degruyter.com/openurl?genre=book&isbn=9780520913851	Shumway	9780520913851		fulltext		University of California Press	monograph	1991	1991		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520913851
The Invention of China		9780300256062							https://www.degruyter.com/openurl?genre=book&isbn=9780300256062	Hayton	9780300256062		fulltext		Yale University Press	monograph	2020	2020						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		Asia-Pacific	current	58,95	eng	10.12987/9780300256062
The Invention of Judaism		9780520967366							https://www.degruyter.com/openurl?genre=book&isbn=9780520967366	Collins	9780520967366		fulltext		University of California Press	monograph	2017	2017						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book	Taubman Lectures in Jewish Studies	Overviews and Introductions	current	334,95	eng	10.1525/9780520967366
The Invention of News		9780300206227							https://www.degruyter.com/openurl?genre=book&isbn=9780300206227	Pettegree	9780300206227		fulltext		Yale University Press	monograph	2014	2014						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		Cultural History	current	51,95	eng	10.12987/9780300206227
The Invention of Prophecy		9780520311084							https://www.degruyter.com/openurl?genre=book&isbn=9780520311084	Geertz	9780520311084		fulltext		University of California Press	monograph	1994	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	123,95	eng	10.1525/9780520311084
The Invention of Scotland		9780300176537							https://www.degruyter.com/openurl?genre=book&isbn=9780300176537	Trevor-Roper	9780300176537		fulltext		Yale University Press	monograph	2008	2008						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Miscellaneous	current	68,95	eng	10.12987/9780300176537
The Investigative Enterprise		9780520310353							https://www.degruyter.com/openurl?genre=book&isbn=9780520310353		9780520310353		fulltext		University of California Press	monograph	1988	2020		Reprint 2020	Coleman			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520310353
The Invisible Code		9780520324497							https://www.degruyter.com/openurl?genre=book&isbn=9780520324497	Reddy	9780520324497		fulltext		University of California Press	monograph	1997	1997		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520324497
The Invisible Harry Gold		9780300156782							https://www.degruyter.com/openurl?genre=book&isbn=9780300156782	Hornblum	9780300156782		fulltext		Yale University Press	monograph	2010	2010						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		General Interest	current	78,95	eng	10.12987/9780300156782
The Iranian Expanse		9780520964365							https://www.degruyter.com/openurl?genre=book&isbn=9780520964365	Canepa	9780520964365		fulltext		University of California Press	monograph	2018	2018						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		History of Art History	current	373,95	eng	10.1525/9780520964365
The Irish		9780520313033							https://www.degruyter.com/openurl?genre=book&isbn=9780520313033	Kennedy	9780520313033		fulltext		University of California Press	monograph	1973	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520313033
The Irish Ulysses		9780520330245							https://www.degruyter.com/openurl?genre=book&isbn=9780520330245	Tymoczko	9780520330245		fulltext		University of California Press	monograph	1994	1994		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520330245
The Iron Way		9780300171686							https://www.degruyter.com/openurl?genre=book&isbn=9780300171686	Thomas	9780300171686		fulltext		Yale University Press	monograph	2011	2011						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Global History	current	59,95	eng	10.12987/9780300171686
The Island Chumash		9780520931435							https://www.degruyter.com/openurl?genre=book&isbn=9780520931435	Kennett	9780520931435		fulltext		University of California Press	monograph	2005	2005						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Social Anthropology	current	334,95	eng	10.1525/9780520931435
The Jaguar&#39;s Shadow		9780300155938							https://www.degruyter.com/openurl?genre=book&isbn=9780300155938	Mahler	9780300155938		fulltext		Yale University Press	monograph	2009	2009						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		General Interest	current	52,95	eng	10.12987/9780300155938
The Jail		9780520957459							https://www.degruyter.com/openurl?genre=book&isbn=9780520957459	Irwin	9780520957459		fulltext		University of California Press	monograph	2013	2013						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Sociology, other	current	159,95	eng	10.1525/9780520957459
The Japanese Conspiracy		9780520917675							https://www.degruyter.com/openurl?genre=book&isbn=9780520917675	Duus	9780520917675		fulltext		University of California Press	monograph	1999	1999		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520917675
The Japanese Voter		9780300160482							https://www.degruyter.com/openurl?genre=book&isbn=9780300160482	Elliott	9780300160482		fulltext		Yale University Press	monograph	1993	1993						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-03	2021-01-01		Book		Political Science, other	current	156,95	eng	10.12987/9780300160482
The Jay Treaty		9780520334809							https://www.degruyter.com/openurl?genre=book&isbn=9780520334809	Combs	9780520334809		fulltext		University of California Press	monograph	1970	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520334809
The Jazz Bubble		9780520968219							https://www.degruyter.com/openurl?genre=book&isbn=9780520968219	Chapman	9780520968219		fulltext		University of California Press	monograph	2018	2018						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Music, general	current	334,95	eng	10.1525/9780520968219
The Jeffersons at Shadwell		9780300155709							https://www.degruyter.com/openurl?genre=book&isbn=9780300155709	Kern	9780300155709		fulltext		Yale University Press	monograph	2010	2010						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book	The Lamar Series in Western History	Political Science, other	current	78,95	eng	10.12987/9780300155709
The Jepson Manual		9780520951372							https://www.degruyter.com/openurl?genre=book&isbn=9780520951372		9780520951372		fulltext		University of California Press	monograph	2012	2012		2. ed.	Rosatti			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-07	2021-01-01		Book		Plant Science	current	587,95	eng	10.1525/9780520951372
The Jewel House		9780300185751							https://www.degruyter.com/openurl?genre=book&isbn=9780300185751	Harkness	9780300185751		fulltext		Yale University Press	monograph	2007	2007						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		General Interest	current	48,95	eng	10.12987/9780300185751
The Jewish Political Tradition		9780300127720							https://www.degruyter.com/openurl?genre=book&isbn=9780300127720		9780300127720		fulltext		Yale University Press	monograph	2008	2008			Walzer			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Political Science, other	current	132,95	eng	10.12987/9780300127720
The Jews and the Reformation		9780300187021							https://www.degruyter.com/openurl?genre=book&isbn=9780300187021	Austin	9780300187021		fulltext		Yale University Press	monograph	2020	2020						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		Hellenistic-Roman Era	current	88,95	eng	10.12987/9780300187021
The Jews of Britain, 1656 to 2000		9780520935662							https://www.degruyter.com/openurl?genre=book&isbn=9780520935662	Endelman	9780520935662		fulltext		University of California Press	monograph	2002	2002						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book	Jewish Communities in the Modern World	Overviews and Introductions	current	334,95	eng	10.1525/9780520935662
The Jews of Eighteenth-Century Jamaica		9780300252033							https://www.degruyter.com/openurl?genre=book&isbn=9780300252033	Mirvis	9780300252033		fulltext		Yale University Press	monograph	2020	2020						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		General Jewish History	current	127,95	eng	10.12987/9780300252033
The Jews of Modern France		9780520919297							https://www.degruyter.com/openurl?genre=book&isbn=9780520919297		9780520919297		fulltext		University of California Press	monograph	1998	1998		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book	Jewish Communities in the Modern World	General European History	current	110,95	eng	10.1525/9780520919297
The Jews of San Nicandro		9780300160369							https://www.degruyter.com/openurl?genre=book&isbn=9780300160369	Davis	9780300160369		fulltext		Yale University Press	monograph	2010	2010						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Modern History 	current	68,95	eng	10.12987/9780300160369
The Jews of the United States, 1654 to 2000		9780520939929							https://www.degruyter.com/openurl?genre=book&isbn=9780520939929	Diner	9780520939929		fulltext		University of California Press	monograph	2004	2004						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-07	2021-01-01		Book	Jewish Communities in the Modern World	Overviews and Introductions	current	443,95	eng	10.1525/9780520939929
The Jívaro		9780520342019							https://www.degruyter.com/openurl?genre=book&isbn=9780520342019	Harner	9780520342019		fulltext		University of California Press	monograph	1972	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520342019
The Journal of Esther Edwards Burr, 1754-1757		9780300238914							https://www.degruyter.com/openurl?genre=book&isbn=9780300238914	Karlsen	9780300238914		fulltext		Yale University Press	monograph	1984	2022						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-07	2022-06-07		Book		Literary Studies, general	current	92,95	eng	10.12987/9780300238914
The Journey of Theophanes		9780300135244							https://www.degruyter.com/openurl?genre=book&isbn=9780300135244	Matthews	9780300135244		fulltext		Yale University Press	monograph	2008	2008						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Ancient History	current	127,95	eng	10.12987/9780300135244
The Justice of Contradictions		9780300235340							https://www.degruyter.com/openurl?genre=book&isbn=9780300235340	Hasen	9780300235340		fulltext		Yale University Press	monograph	2018	2018						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		Political Science, other	current	58,95	eng	10.12987/9780300235340
The Justices of the Peace, 1679–1760		9780520312340							https://www.degruyter.com/openurl?genre=book&isbn=9780520312340	Landau	9780520312340		fulltext		University of California Press	monograph	1984	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520312340
The Kāpālikas and Kālāmukhas, two lost Śaivite sects		9780520324947							https://www.degruyter.com/openurl?genre=book&isbn=9780520324947	Lorenzen	9780520324947		fulltext		University of California Press	monograph	1972	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book	Center for South and Southeast Asia Studies	General Interest	current	110,95	eng	10.1525/9780520324947
The Karma of Words		9780520342675							https://www.degruyter.com/openurl?genre=book&isbn=9780520342675	LaFleur	9780520342675		fulltext		University of California Press	monograph	1983	1983		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520342675
The Key to Newton's Dynamics		9780520916852							https://www.degruyter.com/openurl?genre=book&isbn=9780520916852	Brackenridge	9780520916852		fulltext		University of California Press	monograph	1996	1996						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		General Interest	current	334,95	eng	10.1525/9780520916852
The KGB File of Andrei Sakharov		9780300129373							https://www.degruyter.com/openurl?genre=book&isbn=9780300129373		9780300129373		fulltext		Yale University Press	monograph	2008	2008			Gribanov			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book	Annals of Communism Series	Miscellaneous	current	144,95	eng	10.12987/9780300129373
The Killing Compartments		9780300210675							https://www.degruyter.com/openurl?genre=book&isbn=9780300210675	de Swaan	9780300210675		fulltext		Yale University Press	monograph	2015	2015						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		Political Science, other	current	68,95	eng	10.12987/9780300210675
The Killing Consensus		9780520961135							https://www.degruyter.com/openurl?genre=book&isbn=9780520961135	Willis	9780520961135		fulltext		University of California Press	monograph	2015	2015						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Sociology, other	current	334,95	eng	10.1525/9780520961135
The Kingdom of Rye		9780520383906							https://www.degruyter.com/openurl?genre=book&isbn=9780520383906	Goldstein	9780520383906		fulltext		University of California Press	monograph	2022	2022						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-07	2022-05-24		Book	California Studies in Food and Culture	General European History	current	133,95	eng	10.1525/9780520383906
The Kings and Their Hawks		9780300130386							https://www.degruyter.com/openurl?genre=book&isbn=9780300130386	Oggins	9780300130386		fulltext		Yale University Press	monograph	2008	2008						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Miscellaneous	current	125,95	eng	10.12987/9780300130386
The King’s Midwife		9780520924109							https://www.degruyter.com/openurl?genre=book&isbn=9780520924109	Gelbart	9780520924109		fulltext		University of California Press	monograph	1998	1998		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520924109
The Kipper und Wipper Inflation, 1619-23		9780300146776							https://www.degruyter.com/openurl?genre=book&isbn=9780300146776	Alba	9780300146776		fulltext		Yale University Press	monograph	2012	2012						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		History of Economics	current	185,95	eng	10.12987/9780300146776
The Kirov Murder and Soviet History		9780300142426							https://www.degruyter.com/openurl?genre=book&isbn=9780300142426	Lenoe	9780300142426		fulltext		Yale University Press	monograph	2010	2010						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book	Annals of Communism Series	General European History	current	185,95	eng	10.12987/9780300142426
The Kiss of the Snow Queen		9780520327597							https://www.degruyter.com/openurl?genre=book&isbn=9780520327597	Lederer	9780520327597		fulltext		University of California Press	monograph	1986	1986		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520327597
The Kiss Sacred and Profane		9780520348868							https://www.degruyter.com/openurl?genre=book&isbn=9780520348868	Perella	9780520348868		fulltext		University of California Press	monograph	1969	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520348868
The Korean Buddhist Canon		9780520317505							https://www.degruyter.com/openurl?genre=book&isbn=9780520317505		9780520317505		fulltext		University of California Press	monograph	1979	1979		Reprint 2019	Lancaster			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	150,95	eng	10.1525/9780520317505
The Koreas		9780520965898							https://www.degruyter.com/openurl?genre=book&isbn=9780520965898	Yoo	9780520965898		fulltext		University of California Press	monograph	2020	2020						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Asia-Pacific	current	159,95	eng	10.1525/9780520965898
The Kremlin Letters		9780300241044							https://www.degruyter.com/openurl?genre=book&isbn=9780300241044		9780300241044		fulltext		Yale University Press	monograph	2018	2019			Reynolds			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		Miscellaneous	current	68,95	eng	10.12987/9780300241044
The Kreutzer Sonata Variations		9780300210392							https://www.degruyter.com/openurl?genre=book&isbn=9780300210392		9780300210392		fulltext		Yale University Press	monograph	2014	2014			Katz			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		Prose	current	78,95	eng	10.12987/9780300210392
The Kushnameh		9780520385313							https://www.degruyter.com/openurl?genre=book&isbn=9780520385313	Iranshah	9780520385313		fulltext		University of California Press	monograph	2022	2022						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-30	2022-07-19		Book		Literary Studies, general	current	133,95	eng	10.1525/9780520385313
The La Traviata Affair		9780520971516							https://www.degruyter.com/openurl?genre=book&isbn=9780520971516	Roos	9780520971516		fulltext		University of California Press	monograph	2018	2018						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book	Music of the African Diaspora	Music, general	current	334,95	eng	10.1525/9780520971516
The Labor of Luck		9780520944657							https://www.degruyter.com/openurl?genre=book&isbn=9780520944657	Sallaz	9780520944657		fulltext		University of California Press	monograph	2009	2009						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Social Anthropology	current	443,95	eng	10.1525/9780520944657
The Labor of Lunch		9780520971592							https://www.degruyter.com/openurl?genre=book&isbn=9780520971592	Gaddis	9780520971592		fulltext		University of California Press	monograph	2019	2019						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book	California Studies in Food and Culture	Political Science, other	current	334,95	eng	10.1525/9780520971592
The Lagos Consulate 1851–1861		9780520325845							https://www.degruyter.com/openurl?genre=book&isbn=9780520325845	Smith	9780520325845		fulltext		University of California Press	monograph	1979	1979		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520325845
The Lair		9780300183467							https://www.degruyter.com/openurl?genre=book&isbn=9780300183467	Marian	9780300183467		fulltext		Yale University Press	monograph	2012	2012						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book	The Margellos World Republic of Letters	Prose	current	39,95	eng	10.12987/9780300183467
The Land Called Holy		9780300192292							https://www.degruyter.com/openurl?genre=book&isbn=9780300192292	Odermatt	9780300192292		fulltext		Yale University Press	monograph	1995	1995						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-03	2021-01-01		Book		General Topics and Biblical Reception	current	83,95	eng	10.12987/9780300192292
The Land Is Full		9780300224955							https://www.degruyter.com/openurl?genre=book&isbn=9780300224955	Tal	9780300224955		fulltext		Yale University Press	monograph	2016	2016						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		Arab World	current	78,95	eng	10.12987/9780300224955
